TA;doc;url;page;term;portfolio;context
TA630;final-appraisal-determination-document-2.pdf;https://www.nice.org.uk/guidance/TA630/documents/final-appraisal-determination-document-2#page=5;5;managed access;0;                             CONFIDENTIAL UNTIL PUBLISHED 2.6          As part of the managed access agreement, the technology will              continue to be available through the Cancer Drugs Fund after the end              of data collection and while the guidance is being reviewed. This
TA630;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA630/documents/final-appraisal-determination-document#page=1;1;managed access;0;                   severe health problems and               • they have no satisfactory treatment options.               It is recommended only if the conditions in the managed access               agreement for larotrectinib are followed. 1.2           This recommendation is not intended to affect treatment with larotrectinib
TA630;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA630/documents/final-appraisal-determination-document#page=29;29;managed access;0;              data in the Cancer Drugs Fund (see section 3.31). The committee then               considered if larotrectinib showed plausible potential to be cost effective at               the end of the managed access agreement. It noted that the range of               ICERs from the available analyses, which included most of the               committee’s preferred assumptions for the population from the trials
TA630;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA630/documents/final-appraisal-determination-document#page=3;3;managed access;0;              and 100 mg) to be taken orally twice daily (company submission). The               company has a commercial arrangement (simple discount patient access               scheme and a managed access agreement including a commercial               access agreement). This makes larotrectinib available to the NHS with a               discount. The size of the discount is commercial in confidence. It is the
TA630;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA630/documents/final-appraisal-determination-document#page=30;30;managed access;0;              concluded that larotrectinib met the criteria to be included in the Cancer               Drugs Fund as an option for people with NTRK fusion-positive solid               tumours, if the conditions in the managed access agreement are followed. Innovation Larotrectinib is innovative and there are wider benefits to the NHS not
TA630;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA630/documents/final-appraisal-determination-document#page=31;31;managed access;0;4.1           When NICE recommends a treatment as an option for use within the               Cancer Drugs Fund, NHS England will make it available according to the               conditions in the managed access agreement. This means that, if a               patient has a NTRK fusion-positive solid tumour and the doctor               responsible for their care thinks that larotrectinib is the right treatment, it
TA630;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA630/documents/final-appraisal-determination-document#page=31;31;managed access;0;              responsible for their care thinks that larotrectinib is the right treatment, it               should be available for use, in line with NICE's recommendations and the               Cancer Drugs Fund criteria in the managed access agreement. Further               information can be found in NHS England's Appraisal and funding of               cancer drugs from July 2016 (including the new Cancer Drugs Fund) – A
TA630;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA630/documents/final-appraisal-determination-document#page=32;32;managed access;0;              marketing authorisation, or from release of positive draft guidance,               whichever is later. Drugs that are recommended for use in the Cancer               Drugs Fund will be funded in line with the terms of their managed access               agreement, after the period of interim funding. The NHS England and               NHS Improvement Cancer Drugs Fund list provides up-to-date information
TA630;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA630/documents/final-appraisal-determination-document#page=33;33;managed access;0;                                                                CONFIDENTIAL UNTIL PUBLISHED               within 2 months of the first publication of the final appraisal document or               agreement of a managed access agreement by the NHS in Wales,               whichever is the later. 5             Review of guidance
TA630;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA630/documents/final-appraisal-determination-document#page=33;33;managed access;0;              exiting the Cancer Drugs Fund will begin at this point and the review of               the NICE guidance will start. 5.2           As part of the managed access agreement, the technology will continue to               be available through the Cancer Drugs Fund after the data collection               period has ended and while the guidance is being reviewed. This
TA632;committee-papers.pdf;https://www.nice.org.uk/guidance/TA632/documents/committee-papers#page=166;166;compassionate;0;and St.Gallen have already been updated to recommend the use of trastuzumab emtansine, demonstrating a change in clinical practice. Furthermore, we have received numerous requests for compassionate access from both clinicians and patients. Indirect comparison
TA638;129.pdf;https://www.nice.org.uk/guidance/TA638/documents/129#page=4;4;early access;0;               extensive-stage small-cell lung cancer (ES-SCLC)’.                Atezolizumab received a promising innovative medicine (PIM) designation                in November 2018 and a positive opinion from the early access to                medicines scheme (EAMS) in June 2019. Dosage
TA638;committee-papers-2.pdf;portfoliodocument;15;early access;1;            The evidence used to support the use of the Kaplan-Meier with switch to log-logistic extrapolation at             20 months is summarised in Table 1. This includes additional evidence collated through a survey             sent to Early Access To Medicines Scheme (EAMS) investigators in January 2020.             Table 1: Supporting evidence for the Kaplan-Meier with switch to log-logistic extrapolation at 20 months               Reasons       Supporting evidence
TA638;committee-papers-2.pdf;portfoliodocument;15;early access to medicines;1;            The evidence used to support the use of the Kaplan-Meier with switch to log-logistic extrapolation at             20 months is summarised in Table 1. This includes additional evidence collated through a survey             sent to Early Access To Medicines Scheme (EAMS) investigators in January 2020.             Table 1: Supporting evidence for the Kaplan-Meier with switch to log-logistic extrapolation at 20 months               Reasons       Supporting evidence
TA638;committee-papers-2.pdf;portfoliodocument;22;early access;1;Tuesday 28 January 2020. Email: TACommC@nice.org.uk / NICE DOCS             England.             An Early Access to Medicines Scheme for first line ES-SCLC, with ECOG performance status 0-1             opened on 10th June 2019. Since the EAMS began, 79 patients have already been treated in the             scheme across 38 sites in England and Wales, highlighting that there are patients who are eligible
TA638;committee-papers-2.pdf;portfoliodocument;22;early access to medicines;1;Tuesday 28 January 2020. Email: TACommC@nice.org.uk / NICE DOCS             England.             An Early Access to Medicines Scheme for first line ES-SCLC, with ECOG performance status 0-1             opened on 10th June 2019. Since the EAMS began, 79 patients have already been treated in the             scheme across 38 sites in England and Wales, highlighting that there are patients who are eligible
TA638;committee-papers-2.pdf;portfoliodocument;25;early access;1;Email Dear Dr XX, As an oncologist who submitted a patient request for the Early Access to Medicines Scheme (EAMS) for atezolizumab in ES-SCLC, you may be aware that NICE have issued an appraisal consultation document (ACD) (draft decision) from NICE in which they do not recommend this treatment.
TA638;committee-papers-2.pdf;portfoliodocument;25;early access to medicines;1;Email Dear Dr XX, As an oncologist who submitted a patient request for the Early Access to Medicines Scheme (EAMS) for atezolizumab in ES-SCLC, you may be aware that NICE have issued an appraisal consultation document (ACD) (draft decision) from NICE in which they do not recommend this treatment.
TA638;committee-papers-2.pdf;portfoliodocument;5;early access;1;                                      extrapolation at 20 months is summarised in Table 1 (see Table 1 box in comment 1 in the                                       company’s consultation response). This includes additional evidence collated through a                                       survey sent to Early Access To Medicines Scheme (EAMS) investigators in January 2020.                                       The committee’s preferred models are not appropriate for appraising atezolizumab                                       The committee stated in the ACD that restricted spline models might be the best method for
TA638;committee-papers-2.pdf;portfoliodocument;5;early access to medicines;1;                                      extrapolation at 20 months is summarised in Table 1 (see Table 1 box in comment 1 in the                                       company’s consultation response). This includes additional evidence collated through a                                       survey sent to Early Access To Medicines Scheme (EAMS) investigators in January 2020.                                       The committee’s preferred models are not appropriate for appraising atezolizumab                                       The committee stated in the ACD that restricted spline models might be the best method for
TA638;committee-papers-2.pdf;portfoliodocument;8;early access;1;                                        will limit access to atezolizumab using ECOG performance status 0–1 criteria, therefore            England are likely to have an ECOG                                         IMpower133 data are generalisable for patients in England.                                         performance status of 2 or higher.’                                         An Early Access to Medicines Scheme for first line ES-SCLC, with ECOG performance                                         status 0-1 opened on 10th June 2019. Since the EAMS began, 79 patients have already                                         been treated in the scheme across 38 sites in England and Wales, highlighting that there are
TA638;committee-papers-2.pdf;portfoliodocument;8;early access to medicines;1;                                        will limit access to atezolizumab using ECOG performance status 0–1 criteria, therefore            England are likely to have an ECOG                                         IMpower133 data are generalisable for patients in England.                                         performance status of 2 or higher.’                                         An Early Access to Medicines Scheme for first line ES-SCLC, with ECOG performance                                         status 0-1 opened on 10th June 2019. Since the EAMS began, 79 patients have already                                         been treated in the scheme across 38 sites in England and Wales, highlighting that there are
TA638;committee-papers.pdf;https://www.nice.org.uk/guidance/TA638/documents/committee-papers#page=10;10;early access;0; DOR                duration of response  DSU                decision support unit  EAMS               early access to medicines scheme  ECG                electrocardiography  ECOG               Eastern Cooperative Oncology Group
TA638;committee-papers.pdf;https://www.nice.org.uk/guidance/TA638/documents/committee-papers#page=10;10;early access to medicines;0; DOR                duration of response  DSU                decision support unit  EAMS               early access to medicines scheme  ECG                electrocardiography  ECOG               Eastern Cooperative Oncology Group
TA638;committee-papers.pdf;https://www.nice.org.uk/guidance/TA638/documents/committee-papers#page=306;306;early access;0;DOR           Duration of response DSU           Decision Support Unit EAMS          Early access to medicines scheme ECG           Electrocardiography ECOG          Eastern Cooperative Oncology Group
TA638;committee-papers.pdf;https://www.nice.org.uk/guidance/TA638/documents/committee-papers#page=306;306;early access to medicines;0;DOR           Duration of response DSU           Decision Support Unit EAMS          Early access to medicines scheme ECG           Electrocardiography ECOG          Eastern Cooperative Oncology Group
TA638;committee-papers.pdf;https://www.nice.org.uk/guidance/TA638/documents/committee-papers#page=54;54;early access;0;"threatening condition. An application for an early access to medicines scheme (EAMS) for atezolizumab plus carboplatin and etoposide for first-line treatment of ES-SCLC was submitted on 10th December 2018; the outcome of this submission is expected in Q2 2019."
TA638;committee-papers.pdf;https://www.nice.org.uk/guidance/TA638/documents/committee-papers#page=54;54;early access to medicines;0;"threatening condition. An application for an early access to medicines scheme (EAMS) for atezolizumab plus carboplatin and etoposide for first-line treatment of ES-SCLC was submitted on 10th December 2018; the outcome of this submission is expected in Q2 2019."
TA638;committee-papers.pdf;https://www.nice.org.uk/guidance/TA638/documents/committee-papers#page=546;546;early access;0;                        NHS with a discount. The size of the discount is commercial in                         confidence.  EAMS                   Atezolizumab received a positive opinion from the early access to                         medicines scheme in June 2019. 2.4        Patient and professional views
TA638;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA638/documents/final-appraisal-determination-document#page=13;13;early access;0;              local authorities to comply with the recommendations in this appraisal               within 3 months of its date of publication. Because atezolizumab has been               available through the early access to medicines scheme, NHS England Final appraisal document – Atezolizumab with carboplatin and etoposide for untreated extensive-stage small-cell lung cancer                                                                              Page 13 of 16
TA638;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA638/documents/final-appraisal-determination-document#page=13;13;early access to medicines;0;              local authorities to comply with the recommendations in this appraisal               within 3 months of its date of publication. Because atezolizumab has been               available through the early access to medicines scheme, NHS England Final appraisal document – Atezolizumab with carboplatin and etoposide for untreated extensive-stage small-cell lung cancer                                                                              Page 13 of 16
TA638;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA638/documents/final-appraisal-determination-document#page=2;2;early access;0;2.1           Atezolizumab (Tecentriq, Roche) received a promising innovative               medicine designation in November 2018 and a positive opinion from the               Early Access to Medicines Scheme in June 2019.               Having received a marketing authorisation in other cancer indications in               2017, on 25 July 2019 the Committee for Medicinal Products for Human
TA638;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA638/documents/final-appraisal-determination-document#page=2;2;early access to medicines;0;2.1           Atezolizumab (Tecentriq, Roche) received a promising innovative               medicine designation in November 2018 and a positive opinion from the               Early Access to Medicines Scheme in June 2019.               Having received a marketing authorisation in other cancer indications in               2017, on 25 July 2019 the Committee for Medicinal Products for Human
TA639;129.pdf;https://www.nice.org.uk/guidance/TA639/documents/129#page=6;6;early access;0;              nab-paclitaxel are manageable and allow people to have a reasonably               good quality of life. The patient expert also explained that atezolizumab               plus nab-paclitaxel is available to some patients via the Early Access to               Medicines Scheme, and that a negative recommendation would be               devastating to patients and their families. The committee concluded that
TA639;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers-3#page=14;14;early access;0;                                  Progression free survival and Median overall survival in TNBC.                                   The drug combination was briefly available to suitable patients through the                                   Early Access to Medicines Scheme (EAMS) and was well received by                                   both patients and clinicians. The EAMS has now closed and suitable                                   patients are unable to access this innovative drug combination. I would
TA639;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers-3#page=14;14;early access to medicines;0;                                  Progression free survival and Median overall survival in TNBC.                                   The drug combination was briefly available to suitable patients through the                                   Early Access to Medicines Scheme (EAMS) and was well received by                                   both patients and clinicians. The EAMS has now closed and suitable                                   patients are unable to access this innovative drug combination. I would
TA639;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers-3#page=37;37;early access;0;                  substantial life-extension is crucial for this group of patients. It would enable them to have precious                   time to spend with their loved ones, doing the things that matter most to them, which is invaluable.        3          For a period of time this treatment option was available via an Early Access to Medicines Scheme.                   This was extremely welcomed as it enabled this promising new medicine to reach eligible patients                   faster. The hopes of this patient group will have now been raised.
TA639;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers-3#page=37;37;early access to medicines;0;                  substantial life-extension is crucial for this group of patients. It would enable them to have precious                   time to spend with their loved ones, doing the things that matter most to them, which is invaluable.        3          For a period of time this treatment option was available via an Early Access to Medicines Scheme.                   This was extremely welcomed as it enabled this promising new medicine to reach eligible patients                   faster. The hopes of this patient group will have now been raised.
TA639;committee-papers-3.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers-3#page=40;40;early access;0;This innovative drug combination is the first to have shown an improvement in patient’s outcome with improvement in both Progression free survival and Median overall survival in TNBC. The drug combination was briefly available to suitable patients through the Early Access to Medicines Scheme (EAMS) and was well received by both patients and clinicians. The EAMS has now closed and suitable patients are unable to access this innovative drug combination. I would request
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=13;13;early access;0;DOR                    duration of response DSU                    Decision Support Unit EAMS                   early access to medicines scheme ECOG                   Eastern Cooperative Oncology Group EG                     oestrogen
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=13;13;early access to medicines;0;DOR                    duration of response DSU                    Decision Support Unit EAMS                   early access to medicines scheme ECOG                   Eastern Cooperative Oncology Group EG                     oestrogen
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=318;318;early access;0;  • In recognition of this significant advance, Promising Innovative Medicine designation was granted      by the MHRA on 23rd November 2018.   • Following this, MHRA approval for an Early Access to Medicines Scheme was granted on 13 th      March 2019, meaning that patients with PD-L1+ mTNBC now have access to treatment with      A+nabPx.
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=318;318;early access to medicines;0;  • In recognition of this significant advance, Promising Innovative Medicine designation was granted      by the MHRA on 23rd November 2018.   • Following this, MHRA approval for an Early Access to Medicines Scheme was granted on 13 th      March 2019, meaning that patients with PD-L1+ mTNBC now have access to treatment with      A+nabPx.
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=438;438;early access;0;         trial results? Issue 2: PD-L1 testing                                     Introduction of PD-L1 testing in the mTNBC population is feasible, as demonstrated by the Early Access to Medicines                                     Scheme (EAMS).(2)                                     Roche agrees with the NICE Technical Team preliminary scientific judgement and rationale that PD-L1 testing is already
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=438;438;early access to medicines;0;         trial results? Issue 2: PD-L1 testing                                     Introduction of PD-L1 testing in the mTNBC population is feasible, as demonstrated by the Early Access to Medicines                                     Scheme (EAMS).(2)                                     Roche agrees with the NICE Technical Team preliminary scientific judgement and rationale that PD-L1 testing is already
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=458;458;early access;0;"1.      Schmid P, Adams S, Rugo HS, Schneeweiss A, Barrios CH, Iwata H, et al. Atezolizumab and Nab-Paclitaxel in Advanced Triple-Negative Breast Cancer. The New England journal of medicine. 2018;379(22):2108-21. 2.      EAMS. Early access to medicines scheme (EAMS) scientific opinion: Atezolizumab as 1st line treatment of adults with unresectable locally advanced or metastatic triple-negative breast cancer (TNBC) whose tumours have PD-L1 expression = 1% 2019 [Available from: https://www.gov.uk/government/publications/early-access-to-medicines-scheme-eams-scientific-opinion-"
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=458;458;early access to medicines;0;"1.      Schmid P, Adams S, Rugo HS, Schneeweiss A, Barrios CH, Iwata H, et al. Atezolizumab and Nab-Paclitaxel in Advanced Triple-Negative Breast Cancer. The New England journal of medicine. 2018;379(22):2108-21. 2.      EAMS. Early access to medicines scheme (EAMS) scientific opinion: Atezolizumab as 1st line treatment of adults with unresectable locally advanced or metastatic triple-negative breast cancer (TNBC) whose tumours have PD-L1 expression = 1% 2019 [Available from: https://www.gov.uk/government/publications/early-access-to-medicines-scheme-eams-scientific-opinion-"
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=531;531;early access;0;                                    extra information. Issue 2: PD-L1 testing                                     Introduction of PD-L1 testing in the mTNBC population is feasible, as demonstrated by the Early Access to Medicines                                     Scheme (EAMS).(2)                                     Roche agrees with the NICE Technical Team preliminary scientific judgement and rationale that PD-L1 testing is already
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=531;531;early access to medicines;0;                                    extra information. Issue 2: PD-L1 testing                                     Introduction of PD-L1 testing in the mTNBC population is feasible, as demonstrated by the Early Access to Medicines                                     Scheme (EAMS).(2)                                     Roche agrees with the NICE Technical Team preliminary scientific judgement and rationale that PD-L1 testing is already
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=554;554;early access;0;"1.      Schmid P, Adams S, Rugo HS, Schneeweiss A, Barrios CH, Iwata H, et al. Atezolizumab and Nab-Paclitaxel in Advanced Triple-Negative Breast Cancer. The New England journal of medicine. 2018;379(22):2108-21. 2.      EAMS. Early access to medicines scheme (EAMS) scientific opinion: Atezolizumab as 1st line treatment of adults with unresectable locally advanced or metastatic triple-negative breast cancer (TNBC) whose tumours have PD-L1 expression = 1% 2019 [Available from: https://www.gov.uk/government/publications/early-access-to-medicines-scheme-eams-scientific-opinion-"
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=554;554;early access to medicines;0;"1.      Schmid P, Adams S, Rugo HS, Schneeweiss A, Barrios CH, Iwata H, et al. Atezolizumab and Nab-Paclitaxel in Advanced Triple-Negative Breast Cancer. The New England journal of medicine. 2018;379(22):2108-21. 2.      EAMS. Early access to medicines scheme (EAMS) scientific opinion: Atezolizumab as 1st line treatment of adults with unresectable locally advanced or metastatic triple-negative breast cancer (TNBC) whose tumours have PD-L1 expression = 1% 2019 [Available from: https://www.gov.uk/government/publications/early-access-to-medicines-scheme-eams-scientific-opinion-"
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=562;562;early access;0;                                       of testing.  Summary of comments                   Company: the introduction of PD-L1 testing in the mTNBC population is feasible as it was                                        demonstrated during the MHRA granted Early Access to Medicines Scheme (EAMS) period, during                                        which 140 patients have been tested for PD-L1 status.                                        Currently PD-L1 testing is not part of routine testing in breast cancer, however diagnostic testing for
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=562;562;early access to medicines;0;                                       of testing.  Summary of comments                   Company: the introduction of PD-L1 testing in the mTNBC population is feasible as it was                                        demonstrated during the MHRA granted Early Access to Medicines Scheme (EAMS) period, during                                        which 140 patients have been tested for PD-L1 status.                                        Currently PD-L1 testing is not part of routine testing in breast cancer, however diagnostic testing for
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=578;578;early access;0;                                       for inclusion in the Cancer Drugs Fund.  Summary of comments                   The company is committed to ensure ongoing patient access for atezolizumab plus nab-paclitaxel                                        after the termination of the Early Access to Medicines Scheme (EAMS).                                        The IMpassion130 data are relatively mature (with an 80% information fraction at the second interim Draft technical report – Atezolizumab in combination with nab-paclitaxel for untreated, locally advanced or metastatic, triple
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=578;578;early access to medicines;0;                                       for inclusion in the Cancer Drugs Fund.  Summary of comments                   The company is committed to ensure ongoing patient access for atezolizumab plus nab-paclitaxel                                        after the termination of the Early Access to Medicines Scheme (EAMS).                                        The IMpassion130 data are relatively mature (with an 80% information fraction at the second interim Draft technical report – Atezolizumab in combination with nab-paclitaxel for untreated, locally advanced or metastatic, triple
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=85;85;early access;0;high unmet need, are likely to offer a major advantage over current methods used in the UK and adverse effects are likely to be outweighed by the benefits. Following this, an application for the early access to medicines scheme (EAMS) for atezolizumab plus nab-paclitaxel for the first-line treatment of mTNBC submitted XX XXXXXXXXXXX was granted by the MHRA on 13th March 2019 (107). Thus, eligible patients
TA639;committee-papers.pdf;https://www.nice.org.uk/guidance/TA639/documents/committee-papers#page=85;85;early access to medicines;0;high unmet need, are likely to offer a major advantage over current methods used in the UK and adverse effects are likely to be outweighed by the benefits. Following this, an application for the early access to medicines scheme (EAMS) for atezolizumab plus nab-paclitaxel for the first-line treatment of mTNBC submitted XX XXXXXXXXXXX was granted by the MHRA on 13th March 2019 (107). Thus, eligible patients
TA639;final-appraisal-determination-document.pdf;https://www.nice.org.uk/guidance/TA639/documents/final-appraisal-determination-document#page=4;4;early access;0;              nab-paclitaxel are manageable and allow people to have a reasonably               good quality of life. The patient expert also explained that atezolizumab               plus nab-paclitaxel is available to some patients through the Early Access               to Medicines Scheme, and that a negative recommendation would be               devastating to patients and their families. The committee concluded that
TA641;committee-papers.pdf;https://www.nice.org.uk/guidance/TA641/documents/committee-papers#page=10;10;named patient;0; NICE         National Institute of Health and Care Excellence  NPM          Nucleophosmin  NPP          Named Patient Programme  ORR          Objective response rate  OS           Overall survival
TA641;committee-papers.pdf;https://www.nice.org.uk/guidance/TA641/documents/committee-papers#page=458;458;named patient;0;"mRNA levels. Blood 2014;124(19):2983-6. [11] Lamarque M, Bossard C, Contejean A, Brice P, Parrens M, Le Gouill S, et al. Brentuximab vedotin in refractory or relapsed peripheral T-cell lymphomas: the French named patient program experience in 56 patients. Haematologica 2016;101(3):e103-6. [12] Horwitz SM, Advani RH, Bartlett NL, Jacobsen ED, Sharman JP, O'Connor OA, et al. Objective"
TA641;committee-papers.pdf;https://www.nice.org.uk/guidance/TA641/documents/committee-papers#page=82;82;expanded access;0;                                 Anaplastic Large Cell                                  Lymphoma  NCT01196208                     A Treatment-Option          Available                Expanded access trial                                  Protocol to Provide                                  Brentuximab Vedotin
TA642;committee-papers.pdf;https://www.nice.org.uk/guidance/TA642/documents/committee-papers#page=237;237;compassionate;0;                                           complete remission they are then candidates for an allogeneic transplant as a curative intervention. In                                            individual cases it may additionally be possible for AML-treating clinicians to access a FLT3 inhibitor via a                                            pharma compassionate access scheme or to obtain individual patient funding to add a multi-kinase inhibitor                                            (eg sorafenib). In our experience IFR applications in this setting are invariably unsuccessful                                            Older, frailer patients who are not suitable for intensive chemotherapy will generally be treated supportively
TA642;committee-papers.pdf;https://www.nice.org.uk/guidance/TA642/documents/committee-papers#page=253;253;compassionate;0;                                           complete remission they are then candidates for an allogeneic transplant as a curative intervention. In                                            individual cases it may additionally be possible for AML-treating clinicians to access a FLT3 inhibitor via a                                            pharma compassionate access scheme or to obtain individual patient funding to add a multi-kinase inhibitor                                            (eg sorafenib). In our experience IFR applications in this setting are invariably unsuccessful                                            Older, frailer patients who are not suitable for intensive chemotherapy will generally be treated supportively
TA642;committee-papers.pdf;https://www.nice.org.uk/guidance/TA642/documents/committee-papers#page=262;262;compassionate;0;best supportive care in NHS clinical practice? 24. Are there other treatments              A few may access compassionate use FLT3 inhibitors that are currently part of standard NHS clinical practice
TA642;committee-papers.pdf;https://www.nice.org.uk/guidance/TA642/documents/committee-papers#page=416;416;compassionate;0;N/A          Metzelder  Metzelder, S., Wang, Y., Wollmer, E., Wanzel, M., Teichler, S.,       Sorafenib 400 mg BID           Single arm              2009       Chaturvedi, A., Eilers, M., Enghofer, E., Neubauer, A. and                         Burchert, A., 2009. Compassionate use of sorafenib in FLT3-ITD–                         positive acute myeloid leukemia: sustained regression before and                         after allogeneic stem cell transplantation. Blood, 113(26), pp.6567-
TA643;committee-papers.pdf;https://www.nice.org.uk/guidance/TA643/documents/committee-papers#page=19;19;managed access;0;In accordance with this pathway, patients with ROS1-positive non-squamous NSCLC should currently receive crizotinib as first line treatment.1 Crizotinib is recommended for use within the CDF, only if the conditions in the managed access agreement are followed.38 Crizotinib is considered standard of care for ROS1-positive NSCLC by the clinical community, and chemotherapy would not be used before crizotinib for
TA643;committee-papers.pdf;https://www.nice.org.uk/guidance/TA643/documents/committee-papers#page=546;546;managed access;0;                                               <U+F0B7> Their use is not embedded in clinical practice because no further funding will be available for                                                   patients to be prescribed the drug if NICE does not recommend the drug for routine                                                   commissioning at the end of the managed access period.                                                <U+F0B7> Although they have plausible potential to satisfy the criteria for routine commissioning, the                                                   uncertainty in the clinical data (and consequently the cost-effectiveness estimates) was too
TA643;committee-papers.pdf;https://www.nice.org.uk/guidance/TA643/documents/committee-papers#page=88;88;managed access;0;will utilise CDF data are listed below: <U+F0B7> Systemic Anti-Cancer Therapy (SACT) dataset and Blueteq database    <U+F02D> During the managed access arrangement, the primary source of data collection        will be data collated by Public Health England (PHE), SACT is developed from        routinely-captured data during the agreed access period
TA644;committee-papers.pdf;https://www.nice.org.uk/guidance/TA644/documents/committee-papers#page=152;152;early access;0;2017 [Date Accessed 2nd May 2019]. Available from: https://www.mskcc.org/trending- topics/fda-announces-first-approval-targeted-therapy-based-basket-study. 129. ESMO. ESMO 2016 Press Release: Single-Arm Trials Improve Early Access to Rare Cancer Drugs 2016 [Date Accessed 2nd May 2019]. Available from: https://www.esmo.org/Conferences/Past-Conferences/ESMO-2016-Congress/Press-
TA644;committee-papers.pdf;https://www.nice.org.uk/guidance/TA644/documents/committee-papers#page=192;192;early access;0;C4.     On page 86 of the main submission it is noted that entrectinib was granted a promising innovative medicine (PIM) designation by the MHRA. Can further information be given about when an early access to medicines scheme (EAMS) decision will be made? A PIM application was made in order to obtain designation from the MHRA and allow
TA644;committee-papers.pdf;https://www.nice.org.uk/guidance/TA644/documents/committee-papers#page=192;192;early access to medicines;0;C4.     On page 86 of the main submission it is noted that entrectinib was granted a promising innovative medicine (PIM) designation by the MHRA. Can further information be given about when an early access to medicines scheme (EAMS) decision will be made? A PIM application was made in order to obtain designation from the MHRA and allow
TA644;committee-papers.pdf;https://www.nice.org.uk/guidance/TA644/documents/committee-papers#page=280;280;managed access;0;      or metastatic cancer is recommended for use in the Cancer Drugs       Fund, the final commissioning criteria will reflect the patient eligibility       criteria in the managed access agreement. Issues for discussion 39.   These have all been outlined above.
TA644;committee-papers.pdf;https://www.nice.org.uk/guidance/TA644/documents/committee-papers#page=609;609;managed access;0; judgement and rationale                  standardised but recognises that NHS England is not intending to use IHC screening to identify NTRK fusions as its focus is on genomic testing. The technical team                                           considers the screening pathway to depend on the provisions set up by NHS England in a timeframe that aligns with the NTRK appraisals. It is recognised that this is a                                           rapidly changing field. If entrectinib is recommended within the Cancer Drugs Fund for a period of managed access, this will be a key issue when entrectinib exits the                                           Cancer Drugs Fund.  Summary of comments                      Comments received from the company:
TA644;committee-papers.pdf;https://www.nice.org.uk/guidance/TA644/documents/committee-papers#page=633;633;managed access;0;                                          information on its effectiveness before it can be considered for routine commissioning (when the guidance is reviewed).                                           The company have not provided evidence to demonstrate that entrectinib has plausible potential for cost-effectiveness. The uncertainty around entrectinib’s plausible                                           potential to be cost-effective largely rests on the testing costs that will be incurred if entrectinib is recommended in the Cancer Drugs Fund in a period of managed access.  Technical team preliminary               The technical team considers that entrectinib meets the criteria for inclusion in the Cancer Drugs Fund. However, taking into account its considerations about the end of life  judgement and rationale                  criteria, the technical team is currently uncertain about entrectinib’s plausible potential to be cost-effective at the offered price given the current uncertainty around testing
